# xData, xFit, Data0, yFit0
 nan,  9.32551320e+00,  nan,  1.99630258e-09
 nan,  9.33528837e+00,  nan,  1.75486726e-09
 nan,  9.34506354e+00,  nan,  1.54204740e-09
 nan,  9.35483871e+00,  nan,  1.35452407e-09
 nan,  9.36461388e+00,  nan,  1.18935438e-09
 nan,  9.37438905e+00,  nan,  1.04393000e-09
 nan,  9.38416422e+00,  nan,  9.15940011e-10
 nan,  9.39393939e+00,  nan,  8.03337854e-10
 nan,  9.40371457e+00,  nan,  7.04311830e-10
 nan,  9.41348974e+00,  nan,  6.17258790e-10
 nan,  9.42326491e+00,  nan,  5.40760715e-10
 nan,  9.43304008e+00,  nan,  4.73563840e-10
 nan,  9.44281525e+00,  nan,  4.14560083e-10
 nan,  9.45259042e+00,  nan,  3.62770516e-10
 nan,  9.46236559e+00,  nan,  3.17330657e-10
 nan,  9.47214076e+00,  nan,  2.77477409e-10
 nan,  9.48191593e+00,  nan,  2.42537434e-10
 nan,  9.49169110e+00,  nan,  2.11916843e-10
 nan,  9.50146628e+00,  nan,  1.85092032e-10
 nan,  9.51124145e+00,  nan,  1.61601550e-10
 nan,  9.52101662e+00,  nan,  1.41038886e-10
 nan,  9.53079179e+00,  nan,  1.23046075e-10
 nan,  9.54056696e+00,  nan,  1.07308027e-10
 nan,  9.55034213e+00,  nan,  9.35475047e-11
 nan,  9.56011730e+00,  nan,  8.15206724e-11
 nan,  9.56989247e+00,  nan,  7.10131617e-11
 nan,  9.57966764e+00,  nan,  6.18365845e-11
 nan,  9.58944282e+00,  nan,  5.38254524e-11
 nan,  9.59921799e+00,  nan,  4.68344510e-11
 nan,  9.60899316e+00,  nan,  4.07360324e-11
 nan,  9.61876833e+00,  nan,  3.54182885e-11
 nan,  9.62854350e+00,  nan,  3.07830725e-11
 nan,  9.63831867e+00,  nan,  2.67443414e-11
 nan,  9.64809384e+00,  nan,  2.32266941e-11
 nan,  9.65786901e+00,  nan,  2.01640815e-11
 nan,  9.66764418e+00,  nan,  1.74986698e-11
 nan,  9.67741935e+00,  nan,  1.51798394e-11
 nan,  9.68719453e+00,  nan,  1.31633027e-11
 nan,  9.69696970e+00,  nan,  1.14103275e-11
 nan,  9.70674487e+00,  nan,  9.88705391e-12
 nan,  9.71652004e+00,  nan,  8.56389321e-12
 nan,  9.72629521e+00,  nan,  7.41499962e-12
 nan,  9.73607038e+00,  nan,  6.41780583e-12
 nan,  9.74584555e+00,  nan,  5.55261502e-12
 nan,  9.75562072e+00,  nan,  4.80224267e-12
 nan,  9.76539589e+00,  nan,  4.15170218e-12
 nan,  9.77517107e+00,  nan,  3.58792892e-12
 nan,  9.78494624e+00,  nan,  3.09953839e-12
 nan,  9.79472141e+00,  nan,  2.67661407e-12
 nan,  9.80449658e+00,  nan,  2.31052167e-12
 nan,  9.81427175e+00,  nan,  1.99374625e-12
 nan,  9.82404692e+00,  nan,  1.71974981e-12
 nan,  9.83382209e+00,  nan,  1.48284654e-12
 nan,  9.84359726e+00,  nan,  1.27809370e-12
 nan,  9.85337243e+00,  nan,  1.10119627e-12
 nan,  9.86314761e+00,  nan,  9.48423521e-13
 nan,  9.87292278e+00,  nan,  8.16536215e-13
 nan,  9.88269795e+00,  nan,  7.02722949e-13
 nan,  9.89247312e+00,  nan,  6.04544636e-13
 nan,  9.90224829e+00,  nan,  5.19886041e-13
 nan,  9.91202346e+00,  nan,  4.46913518e-13
 nan,  9.92179863e+00,  nan,  3.84038155e-13
 nan,  9.93157380e+00,  nan,  3.29883663e-13
 nan,  9.94134897e+00,  nan,  2.83258396e-13
 nan,  9.95112414e+00,  nan,  2.43130994e-13
 nan,  9.96089932e+00,  nan,  2.08609176e-13
 nan,  9.97067449e+00,  nan,  1.78921298e-13
 nan,  9.98044966e+00,  nan,  1.53400305e-13
 nan,  9.99022483e+00,  nan,  1.31469786e-13
 nan,  1.00000000e+01,  nan,  1.12631855e-13
